,f,delta_V_r,delta_V_theta,delta_V,v+,v-,w+
662,4.1636323056585445,6.946183100723937,0.24235814522584143,6.95040985405466,[3.48138958 3.90793813],[-3.46479352  3.66557998],393.00945640994865
663,4.1699217804405055,6.969490408159396,0.24380171574864562,6.973753352824274,[3.49144213 3.93121518],[-3.47804827  3.68741347],393.75235064087593
664,4.1762112552224675,6.992513666660438,0.24525076957980785,6.9968132259202465,[3.50134822 3.95458065],[-3.49116545  3.70932989],394.4956019339536
665,4.182500730004429,7.0152514509200845,0.24670524939857952,7.0195880505708566,[3.51110693 3.97803362],[-3.50414452  3.73132837],395.2392092120191
666,4.1887902047863905,7.0377023493726885,0.24816509766957795,7.0420764177951956,[3.52071737 4.00157315],[-3.51698498  3.75340805],395.9831714936172
667,4.1950796795683525,7.059864964081929,0.2496302566450539,7.064276932291387,[3.53017865 4.02519831],[-3.52968632  3.77556806],396.72748789175876
668,4.2013691543503136,7.08173791063109,0.2511006683671826,7.086188212327135,[3.53948988 4.04890817],[-3.54224803  3.79780751],397.4721576127473
669,4.2076586291322755,7.103319818015397,0.25257627467035304,7.107808889632349,[3.5486502 4.0727018],[-3.55466961  3.82012552],398.2171799550695
670,4.213948103914237,7.124609328536257,0.25405701718347284,7.129137609293709,[3.55765874 4.09657824],[-3.56695059  3.84252122],398.96255430835026
671,4.2202375786961985,7.1456050976973335,0.2555428373322739,7.150173029651097,[3.56651463 4.12053655],[-3.57909047  3.86499372],399.70828015236975
672,4.22652705347816,7.166305794102227,0.25703367634162877,7.170913822195665,[3.57521703 4.1445758 ],[-3.59108876  3.88754212],400.4543570561405
673,4.232816528260122,7.18671009935373,0.25852947523787906,7.191358671469507,[3.58376509 4.16869502],[-3.60294501  3.91016554],401.20078467704616
674,4.239106003042083,7.206816707954419,0.2600301748511651,7.211506274966701,[3.59215798 4.19289326],[-3.61465873  3.93286309],401.9475627600367
675,4.245395477824045,7.226624327208558,0.26153571581776625,7.231355343035693,[3.60039487 4.21716957],[-3.62622946  3.95563385],402.694691136883
676,4.251684952606006,7.246131677125099,0.263046038582456,7.250904598782812,[3.60847493 4.24152298],[-3.63765675  3.97847694],403.44216972548696
677,4.257974427387968,7.265337490321734,0.2645610834008476,7.270152777976866,[3.61639735 4.26595254],[-3.64894014  4.00139145],404.18999852924736
678,4.264263902169929,7.284240511929816,0.26608079034176235,7.289098628954642,[3.62416132 4.29045727],[-3.66007919  4.02437647],404.93817763648076
679,4.270553376951891,7.302839499500083,0.26760509928960285,7.307740912527238,[3.63176604 4.3150362 ],[-3.67107346  4.0474311 ],405.686707219897
680,4.276842851733853,7.321133222909019,0.26913394994672757,7.326078401887065,[3.63921071 4.33968837],[-3.68192251  4.07055442],406.4355875361258
681,4.283132326515814,7.339120464265781,0.2706672818358369,7.344109882515455,[3.64649455 4.36441279],[-3.69262591  4.09374551],407.18481892529843
682,4.289421801297776,7.356800017819566,0.2722050343023641,7.361834152090735,[3.65361677 4.3892085 ],[-3.70318324  4.11700347],407.93440181068036
683,4.295711276079737,7.37417068986727,0.27374714651687615,7.37925002039663,[3.6605766  4.41407451],[-3.71359409  4.14032736],408.6843366983544
684,4.302000750861699,7.391231298661413,0.2752935574774833,7.396356309230964,[3.66737327 4.43900983],[-3.72385803  4.16371627],409.4346241769562
685,4.30829022564366,7.4079806743181145,0.276844206012246,7.413151852314454,[3.67400601 4.46401348],[-3.73397467  4.18716927],410.1852649174596
686,4.314579700425622,7.424417658725115,0.2783990307815998,7.429635495199577,[3.68047406 4.48908447],[-3.7439436   4.21068544],410.93625967301193
687,4.320869175207583,7.440541105449641,0.27995797028077174,7.445806095179319,[3.68677667 4.51422181],[-3.75376443  4.23426384],411.68760927881925
688,4.327158649989545,7.4563498796461065,0.28152096284223216,7.461662521195804,[3.69291311 4.53942451],[-3.76343677  4.25790354],412.4393146520814
689,4.333448124771506,7.471842857963441,0.28308794663811465,7.477203653748577,[3.69888261 4.56469156],[-3.77296024  4.28160361],413.19137679197587
690,4.339737599553468,7.48701892845204,0.2846588596826738,7.492428384802551,[3.70468446 4.59002197],[-3.78233447  4.30536311],413.94379677969124
691,4.346027074335429,7.501876990470127,0.28623363983473293,7.5073356176954125,[3.71031792 4.61541473],[-3.79155907  4.32918109],414.69657577850944
692,4.352316549117391,7.516415954589541,0.28781222480014357,7.521924267044478,[3.71578227 4.64086885],[-3.80063369  4.35305662],415.4497150339372
693,4.358606023899353,7.5306347425007285,0.2893945521342438,7.536193258652806,[3.72107678 4.66638331],[-3.80955796  4.37698876],416.20321587388617
694,4.364895498681314,7.544532286916912,0.29098055924434174,7.550141529414523,[3.72620074 4.6919571 ],[-3.81833154  4.40097654],416.9570797089028
695,4.371184973463276,7.558107531477309,0.29257018339217655,7.563768027219248,[3.73115345 4.71758922],[-3.82695408  4.42501904],417.7113080324471
696,4.377474448245237,7.571359430649268,0.29416336169641166,7.5770717108554635,[3.7359342  4.74327865],[-3.83542523  4.44911529],418.4659024212205
697,4.383763923027199,7.584286949629271,0.29576003113511273,7.590051549912815,[3.74054228 4.76902437],[-3.84374467  4.47326434],419.22086453554454
698,4.39005339780916,7.596889064242612,0.2973601285482479,7.602706524683116,[3.74497701 4.79482537],[-3.85191205  4.49746524],419.97619611978706
699,4.396342872591122,7.609164760841748,0.2989635906401862,7.615035626060085,[3.7492377  4.82068062],[-3.85992706  4.52171703],420.73189900284217
700,4.402632347373083,7.621113036203106,0.3005703539821942,7.627037855437582,[3.75332365 4.8465891 ],[-3.86778939  4.54601875],421.4879750986577
701,4.408921822155045,7.63273289742232,0.3021803550149498,7.63871222460631,[3.75723418 4.87254979],[-3.87549871  4.57036944],422.244426406816
702,4.415211296937006,7.644023361807722,0.30379353005106147,7.65005775564885,[3.76096863 4.89856166],[-3.88305473  4.59476813],423.0012550131649
703,4.421500771718968,7.654983456772024,0.3054098152775788,7.661073480832908,[3.76452631 4.92462368],[-3.89045715  4.61921386],423.75846309050286
704,4.42779024650093,7.665612219722025,0.30702914675852,7.6717584425026635,[3.76790655 4.95073482],[-3.89770567  4.64370567],424.5160528993147
705,4.434079721282891,7.675908697946277,0.3086514604374022,7.682111692968117,[3.77110869 4.97689404],[-3.90480001  4.66824258],425.2740267885628
706,4.440369196064853,7.68587194850054,0.3102766921397766,7.692132294392283,[3.77413206 5.00310032],[-3.91173988  4.69282363],426.032387196533
707,4.446658670846814,7.695501038090935,0.3119047775757613,7.701819318676155,[3.77697602 5.02935262],[-3.91852502  4.71744784],426.7911366517332
708,4.452948145628776,7.7047950429546646,0.3135356523425923,7.7111718473412765,[3.77963989 5.05564989],[-3.92515515  4.74211423],427.5502777738517
709,4.459237620410737,7.713753048738158,0.3151692519271645,7.7201889714098035,[3.78212304 5.08199109],[-3.93163001  4.76682184],428.3098132747699
710,4.465527095192699,7.722374150372524,0.3168055117085844,7.72886979128195,[3.7844248 5.1083752],[-3.93794935  4.79156968],429.069745959635
711,4.47181656997466,7.730657451946173,0.3184443669607333,7.737213416610654,[3.78654454 5.13480115],[-3.94411291  4.81635678],429.83007872799107
712,4.478106044756622,7.738602066574471,0.32008575285482,7.745218966173345,[3.78848161 5.16126791],[-3.95012045  4.84118215],430.59081457497115
713,4.484395519538583,7.746207116266278,0.321729604461944,7.75288556774067,[3.79023538 5.18777442],[-3.95597174  4.86604482],431.35195659255135
714,4.490684994320545,7.753471731787233,0.3233758567556748,7.760212357942028,[3.7918052  5.21431965],[-3.96166654  4.89094379],432.1135079708681
