,Damping ratio,natural freq,damped freq,time-to,time constant,cycles-to
Short,0.21437536671382668,2.373820829222999,2.318632702541754,1.3620800891825464,1.965066189957257,0.5026373222911177
Phugoid,0.09225884862284235,0.08246958748467903,0.09225884862284235,91.10109739148359,131.43110142623587,1.1906424440410464
