,x,y,z
218,-22086.555626808997,-5142.06704149383,1.0913936421275139e-11
219,-21911.95104693644,-5191.850416162188,1.2732925824820995e-11
220,-21736.978648102475,-5240.243305945243,1.2732925824820995e-11
221,-21561.702542527564,-5287.260566517128,1.2732925824820995e-11
222,-21386.184778620904,-5332.91745024707,1.2732925824820995e-11
223,-21210.485424530496,-5377.229553583133,1.2732925824820995e-11
224,-21034.662688094722,-5420.212760632711,1.0913936421275139e-11
225,-20858.77299254997,-5461.883203221663,1.0913936421275139e-11
226,-20682.871083678023,-5502.257217572458,1.2732925824820995e-11
227,-20507.01007419765,-5541.35131948544,1.0913936421275139e-11
228,-20331.241537207225,-5579.182170918069,1.2732925824820995e-11
229,-20155.615572240706,-5615.7665558510125,1.2732925824820995e-11
230,-19980.18085969005,-5651.121360779414,1.2732925824820995e-11
231,-19804.984711434772,-5685.263557643102,1.0913936421275139e-11
232,-19630.073134662787,-5718.210185779382,1.2732925824820995e-11
233,-19455.49087473515,-5749.978339509204,1.2732925824820995e-11
234,-19281.281455121098,-5780.585157229867,1.3642420526593924e-11
235,-19107.4872230979,-5810.047810397899,1.2732925824820995e-11
236,-18934.149379950522,-5838.383496024264,1.3642420526593924e-11
237,-18761.308019296794,-5865.609428347814,1.2732925824820995e-11
238,-18589.002157177612,-5891.742832445276,1.2732925824820995e-11
239,-18417.269754820507,-5916.8009392971,1.1823431123048067e-11
240,-18246.147767752595,-5940.800977388362,1.2732925824820995e-11
241,-18075.672128807135,-5963.760174070847,1.1823431123048067e-11
242,-17905.877797198376,-5985.695747411522,1.0913936421275139e-11
243,-17736.798782920585,-6006.624902076082,1.000444171950221e-11
244,-17568.468142356764,-6026.564828772403,1.1823431123048067e-11
245,-17400.918010803405,-6045.532698939987,1.0913936421275139e-11
246,-17234.179608354032,-6063.545662763996,1.0913936421275139e-11
247,-17068.283254885504,-6080.620845968211,1.0913936421275139e-11
248,-16903.25838356445,-6096.775346742252,1.0913936421275139e-11
249,-16739.133557013163,-6112.026232389405,1.000444171950221e-11
250,-16575.93644202614,-6126.390539573495,1.0913936421275139e-11
251,-16413.693876334204,-6139.885265993678,1.0913936421275139e-11
252,-16252.431830238498,-6152.527371597597,1.1823431123048067e-11
253,-16092.175412240744,-6164.3337751839235,1.1823431123048067e-11
254,-15932.948905300686,-6175.321348784689,1.0913936421275139e-11
255,-15774.775743775743,-6185.506916410627,1.000444171950221e-11
256,-15617.678531850515,-6194.907249453458,1.0913936421275139e-11
257,-15461.67905232331,-6203.539062805656,1.0913936421275139e-11
258,-15306.798239940734,-6211.419012652328,1.0913936421275139e-11
259,-15153.056236078744,-6218.56368968342,1.0913936421275139e-11
260,-15000.472340650298,-6224.9896175917,1.000444171950221e-11
261,-14849.065061182324,-6230.713246602156,1.0913936421275139e-11
262,-14698.852081725885,-6235.750950550437,1.0913936421275139e-11
263,-14549.850291556711,-6240.119021311219,1.0913936421275139e-11
264,-14402.075779331266,-6243.83366453247,1.000444171950221e-11
265,-14255.54385175074,-6246.910994547721,1.0913936421275139e-11
266,-14110.269018755875,-6249.36703004379,1.0913936421275139e-11
267,-13966.26503228077,-6251.2176885907265,1.000444171950221e-11
268,-13823.54486593935,-6252.478782324999,1.0913936421275139e-11
269,-13682.120742630495,-6253.166012819858,1.0913936421275139e-11
270,-13542.004141625215,-6253.294966412992,1.0913936421275139e-11
271,-13403.205814581983,-6252.881109566666,1.0913936421275139e-11
272,-13265.735784912715,-6251.9397842807775,1.1823431123048067e-11
273,-13129.60337694941,-6250.486203696506,1.0913936421275139e-11
274,-12994.817225637149,-6248.535447882392,1.1823431123048067e-11
275,-12861.38530682426,-6246.102460086356,1.1823431123048067e-11
276,-12729.314947969919,-6243.202043034291,1.0913936421275139e-11
277,-12598.612828376365,-6239.848855009886,1.1823431123048067e-11
278,-12469.285039949129,-6236.057407661612,1.1823431123048067e-11
279,-12340.95727766693,-6231.828861288967,1.1823431123048067e-11
280,-12213.279091241302,-6227.159694977601,1.1823431123048067e-11
281,-12086.254186456701,-6222.0560688552305,1.0913936421275139e-11
282,-11959.888260683114,-6216.5241791822145,1.000444171950221e-11
283,-11834.186753191776,-6210.57018679039,1.0913936421275139e-11
284,-11709.15485926556,-6204.200216277897,1.000444171950221e-11
285,-11584.797539540454,-6197.420355195024,1.000444171950221e-11
286,-11461.11949962089,-6190.236651605937,9.094947017729282e-12
287,-11338.125197968295,-6182.655112963974,1.000444171950221e-11
288,-11215.818907123128,-6174.681708683917,1.0913936421275139e-11
289,-11094.204609767496,-6166.322362326742,1.0913936421275139e-11
290,-10973.286122127703,-6157.58295836413,1.0913936421275139e-11
291,-10853.067000752197,-6148.469334713027,1.0913936421275139e-11
292,-10733.550614481836,-6138.987286646305,1.000444171950221e-11
293,-10614.740117964446,-6129.14256385062,1.000444171950221e-11
294,-10496.638465803255,-6118.94087046023,1.000444171950221e-11
295,-10379.248413964759,-6108.387864176844,1.000444171950221e-11
296,-10262.572525056865,-6097.489155742384,1.000444171950221e-11
297,-10146.61317669969,-6086.250308783201,1.0913936421275139e-11
298,-10031.372545322502,-6074.676837274559,1.0913936421275139e-11
299,-9916.852674295653,-6062.7742115328965,1.0913936421275139e-11
300,-9803.05537665371,-6050.547847534789,1.0913936421275139e-11
301,-9689.982329831788,-6038.003115785404,1.0913936421275139e-11
302,-9577.6350315069,-6025.145335994996,1.0913936421275139e-11
303,-9466.01483577774,-6011.97978039994,1.000444171950221e-11
304,-9355.122929450106,-5998.511670421283,1.000444171950221e-11
305,-9244.960351342359,-5984.746178232654,1.0913936421275139e-11
306,-9135.527990354576,-5970.688425925822,1.0913936421275139e-11
307,-9026.826595887205,-5956.343486244519,1.0459189070388675e-11
308,-8918.856799067764,-5941.716384978511,1.000444171950221e-11
309,-8811.619064190481,-5926.812093941202,1.000444171950221e-11
310,-8705.11376770088,-5911.635541281983,1.0459189070388675e-11
311,-8599.341140898436,-5896.19160328432,9.549694368615746e-12
312,-8494.30131579067,-5880.4851105213,9.549694368615746e-12
313,-8389.994294929156,-5864.520843171147,1.0459189070388675e-11
314,-8286.419997168174,-5848.303537678137,1.000444171950221e-11
315,-8183.578231282834,-5831.837882666179,9.549694368615746e-12
316,-8081.468712397607,-5815.128521337939,9.549694368615746e-12
317,-7980.091075183466,-5798.180053639819,9.549694368615746e-12
318,-7879.444869367808,-5780.997035621108,9.549694368615746e-12
319,-7779.529579511897,-5763.583982935737,9.549694368615746e-12
320,-7680.344610780553,-5745.945368624156,1.000444171950221e-11
321,-7581.889320033446,-5728.085628861329,9.549694368615746e-12
322,-7484.163007120144,-5710.009161906738,9.549694368615746e-12
323,-7387.164942874168,-5691.7203338241125,9.094947017729282e-12
324,-7290.894355211726,-5673.223476650441,8.640199666842818e-12
325,-7195.350460038038,-5654.522895090902,9.094947017729282e-12
326,-7100.532448233698,-5635.622865023012,9.549694368615746e-12
327,-7006.43952925129,-5616.527643288567,9.549694368615746e-12
328,-6913.070907059753,-5597.241464314931,1.000444171950221e-11
329,-6820.425829947475,-5577.768551855896,9.094947017729282e-12
330,-6728.503580154656,-5558.113118828428,9.549694368615746e-12
331,-6637.3035071253225,-5538.279376479821,9.094947017729282e-12
332,-6546.825044005043,-5518.271540541636,9.549694368615746e-12
333,-6457.067726905462,-5498.093838372623,9.094947017729282e-12
334,-6368.031214886094,-5477.750516695364,8.640199666842818e-12
335,-6279.715327405637,-5457.245853871949,8.640199666842818e-12
336,-6192.120053815554,-5436.584166379222,8.640199666842818e-12
337,-6105.245632356288,-5415.769832299036,8.640199666842818e-12
338,-6019.092536646098,-5394.807293921107,8.640199666842818e-12
339,-5933.6615480839,-5373.701081470827,8.185452315956354e-12
340,-5848.953804758327,-5352.455832574328,7.73070496506989e-12
341,-5764.970853064938,-5331.076313581849,8.185452315956354e-12
342,-5681.7147040539,-5309.56744336272,7.73070496506989e-12
343,-5599.187931176539,-5287.934329395351,7.275957614183426e-12
344,-5517.3937261874125,-5266.182294976354,7.275957614183426e-12
345,-5436.336015594502,-5244.316924273519,7.275957614183426e-12
346,-5356.019539523841,-5222.344099826786,7.275957614183426e-12
347,-5276.45000377196,-5200.270062458744,7.275957614183426e-12
348,-5197.634192051468,-5178.101463587917,6.821210263296962e-12
349,-5119.580144096853,-5155.845439232695,7.275957614183426e-12
350,-5042.297301126825,-5133.509678851813,7.275957614183426e-12
351,-4965.796726247383,-5111.102519877814,7.275957614183426e-12
352,-4890.091288195427,-5088.633036656655,7.275957614183426e-12
353,-4815.195921098068,-5066.111156900843,7.275957614183426e-12
354,-4741.127858853256,-5043.54777663741,7.73070496506989e-12
355,-4667.906916986335,-5020.9548955445625,7.275957614183426e-12
356,-4595.555753125874,-4998.34575226235,6.821210263296962e-12
357,-4524.10018469353,-4975.7349840046645,7.275957614183426e-12
358,-4453.569448419432,-4953.138774690902,6.821210263296962e-12
359,-4383.996477896616,-4930.57501462689,6.366462912410498e-12
360,-4315.418134580675,-4908.06345058369,6.366462912410498e-12
361,-4247.875422011003,-4885.625834525135,6.821210263296962e-12
362,-4181.413609820853,-4863.286045169857,6.821210263296962e-12
363,-4116.0823010947,-4841.070190745576,6.366462912410498e-12
364,-4051.93544505901,-4819.006691320296,6.366462912410498e-12
365,-3989.0312732702496,-4797.126330723015,6.139089236967266e-12
366,-3927.4322129814277,-4775.462294008725,6.139089236967266e-12
367,-3867.2048411970673,-4754.050211518685,6.366462912410498e-12
368,-3808.4199632217046,-4732.928239754219,6.366462912410498e-12
369,-3751.1529359399087,-4712.1372249226115,6.366462912410498e-12
370,-3695.4844302738343,-4691.721025587887,6.139089236967266e-12
371,-3641.501842834815,-4671.727081650225,6.59383658785373e-12
372,-3589.3018262511982,-4652.207419083133,6.821210263296962e-12
373,-3538.994379425445,-4633.220279971853,6.366462912410498e-12
374,-3490.709568332022,-4614.832815822258,6.139089236967266e-12
375,-3444.6087686682667,-4597.125619371122,6.139089236967266e-12
376,-3400.9043710859164,-4580.200700312476,5.6843418860808015e-12
377,-3359.8976423093795,-4564.196829080955,5.9117155615240335e-12
378,-3326.212883775568,-4550.960068897525,5.6843418860808015e-12
379,-3297.9580038396666,-4539.793545428423,5.4569682106375694e-12
380,-3269.643447941986,-4528.544874056311,5.4569682106375694e-12
381,-3239.2402124612427,-4516.400650886312,5.4569682106375694e-12
382,-3205.162328020914,-4502.707008391746,5.229594535194337e-12
383,-3168.4280564929686,-4487.848439744972,5.229594535194337e-12
384,-3129.651147125183,-4472.052809018536,5.229594535194337e-12
385,-3089.248575677155,-4455.472590459224,5.002220859751105e-12
386,-3047.5268909292718,-4438.218498756575,5.002220859751105e-12
387,-3004.723591101111,-4420.3755142357495,5.002220859751105e-12
388,-2961.029445328128,-4402.011467309738,5.002220859751105e-12
389,-2916.6017440707556,-4383.182093914207,4.774847184307873e-12
390,-2871.5726865735546,-4363.934204564754,4.774847184307873e-12
391,-2826.0549639940946,-4344.3077686600955,4.547473508864641e-12
392,-2780.145682492249,-4324.33736108751,4.774847184307873e-12
393,-2733.9292260630177,-4304.0532040911885,4.547473508864641e-12
394,-2687.4793803363023,-4283.481926983748,4.547473508864641e-12
395,-2640.861000114399,-4262.647156037772,4.547473508864641e-12
396,-2594.1313201921985,-4241.56997098969,4.547473508864641e-12
397,-2547.341013867952,-4220.269268770035,4.547473508864641e-12
398,-2500.535075954458,-4198.762064892635,4.774847184307873e-12
399,-2453.7535352149594,-4177.063731406745,4.547473508864641e-12
400,-2407.032086119207,-4155.188209976224,4.547473508864641e-12
401,-2360.4026054896276,-4133.148182407125,4.547473508864641e-12
402,-2313.893601016631,-4110.955218497354,4.320099833421409e-12
403,-2267.530606702565,-4088.6199071000283,4.547473508864641e-12
404,-2221.3365087778625,-4066.151961289541,4.547473508864641e-12
405,-2175.3318511099988,-4043.560320083461,4.320099833421409e-12
406,-2129.5350912160206,-4020.8532320912896,3.865352482534945e-12
407,-2083.9628197393445,-3998.0383262932246,4.092726157978177e-12
408,-2038.6299646768616,-3975.1226798411844,3.865352482534945e-12
409,-1993.5499687194597,-3952.112876662368,4.092726157978177e-12
410,-1948.7349360889812,-3929.0150543010577,3.865352482534945e-12
411,-1904.195783436479,-3905.8349562079093,3.865352482534945e-12
412,-1859.942345983215,-3882.5779640151854,4.092726157978177e-12
413,-1815.983500162273,-3859.249141019506,3.865352482534945e-12
414,-1772.327248104137,-3835.853258164599,3.865352482534945e-12
415,-1728.980813340059,-3812.39482810097,3.637978807091713e-12
416,-1685.9507159040186,-3788.8781303628807,3.865352482534945e-12
417,-1643.2428324786217,-3765.3072301208595,3.637978807091713e-12
418,-1600.8624717566588,-3741.686006919395,3.524291969370097e-12
419,-1558.8144193708717,-3718.018168235587,3.637978807091713e-12
420,-1517.102990853105,-3694.3072687226195,3.524291969370097e-12
421,-1475.732074853076,-3670.55672525329,3.751665644813329e-12
422,-1434.7051756268415,-3646.769832682711,3.751665644813329e-12
423,-1394.025448544802,-3622.9497766710656,3.865352482534945e-12
424,-1353.695732661714,-3599.099645731253,3.979039320256561e-12
425,-1313.7185800273617,-3575.2224422271024,3.751665644813329e-12
426,-1274.0962788289828,-3551.3210904594507,3.979039320256561e-12
427,-1234.8308824285032,-3527.398448998686,3.751665644813329e-12
428,-1195.9242293019413,-3503.4573182710933,3.637978807091713e-12
429,-1157.3779607905274,-3479.500447355974,3.751665644813329e-12
430,-1119.1935389944695,-3455.5305413916863,3.751665644813329e-12
431,-1081.3722659363546,-3431.550270336236,3.410605131648481e-12
432,-1043.9152952809168,-3407.5622735534134,3.296918293926865e-12
433,-1006.8236435952878,-3383.5691644520753,3.296918293926865e-12
434,-970.0981994449442,-3359.573534052287,3.296918293926865e-12
435,-933.739743369993,-3335.577962044457,3.183231456205249e-12
436,-897.7489486851623,-3311.585015725308,3.410605131648481e-12
437,-862.126391576265,-3287.5972551993586,3.410605131648481e-12
438,-826.8725556098248,-3263.617235116282,3.183231456205249e-12
439,-791.9878431859722,-3239.647511340183,3.183231456205249e-12
440,-757.4725783347509,-3215.690642014754,3.296918293926865e-12
441,-723.327006898796,-3191.7491868699026,3.069544618483633e-12
442,-689.551309938856,-3167.825715915632,2.9558577807620168e-12
443,-656.145597330483,-3143.922804438996,3.069544618483633e-12
444,-623.1099169995871,-3120.0430390603897,2.8421709430404007e-12
445,-590.4442519502361,-3096.189015212123,2.8421709430404007e-12
446,-558.1485258860811,-3072.3633408356095,2.7284841053187847e-12
447,-526.2226022292748,-3048.568635364707,2.6147972675971687e-12
448,-494.66628540537556,-3024.807530360088,2.7284841053187847e-12
449,-463.4793279564488,-3001.0826746389434,2.5579538487363607e-12
450,-432.66141810318845,-2977.396724616689,2.6147972675971687e-12
451,-402.21218935204195,-2953.7523512468224,2.6147972675971687e-12
452,-372.13122066870915,-2930.152239955754,2.3305801732931286e-12
