,i,a,e,f,g
329,4.57647202030075,6978.0000476868145,6.833880118640822e-09,-2.6469779601696886e-22,-1.8189894035458565e-12
330,4.576472020291106,6978.0000478274105,6.854028448130692e-09,3.441071348220595e-22,0.0
331,4.576472020281462,6978.000047968006,6.874176903404667e-09,-1.5881867761018131e-22,-9.094947017729282e-13
332,4.576472020271817,6978.000048108602,6.894325331833043e-09,4.764560328305439e-22,-9.094947017729282e-13
333,4.576472020262173,6978.000048249197,6.914473614528473e-09,-1.0587911840678754e-22,-9.094947017729282e-13
334,4.576472020252529,6978.000048389793,6.9346221951793155e-09,-6.352747104407253e-22,-9.094947017729282e-13
335,4.576472020242885,6978.000048530388,6.954770435904195e-09,0.0,0.0
336,4.576472020233241,6978.000048670983,6.974918872086723e-09,-5.029258124322408e-22,-9.094947017729282e-13
337,4.576472020223596,6978.000048811579,6.995067387315178e-09,1.0587911840678754e-22,-1.8189894035458565e-12
338,4.576472020213952,6978.000048952175,7.015215920675439e-09,-4.764560328305439e-22,-1.8189894035458565e-12
339,4.576472020204307,6978.000049092771,7.0353643002503554e-09,1.5881867761018131e-22,-9.094947017729282e-13
340,4.576472020194664,6978.0000492333675,7.055512781301775e-09,-5.293955920339377e-22,-9.094947017729282e-13
341,4.576472020185019,6978.000049373962,7.075661025452398e-09,3.970466940254533e-22,-1.8189894035458565e-12
342,4.576472020175375,6978.000049514558,7.095809398977405e-09,-3.1763735522036263e-22,-9.094947017729282e-13
343,4.57647202016573,6978.000049655154,7.115957843464257e-09,3.970466940254533e-22,0.0
344,4.5764720201560865,6978.00004979575,7.136106462083854e-09,-2.6469779601696886e-22,-1.8189894035458565e-12
345,4.576472020146442,6978.000049936346,7.1562548078082895e-09,3.705769144237564e-22,-9.094947017729282e-13
346,4.576472020136798,6978.000050076943,7.1764034303518255e-09,-3.441071348220595e-22,-9.094947017729282e-13
347,4.576472020127153,6978.000050217539,7.196551974446226e-09,3.1763735522036263e-22,-1.8189894035458565e-12
348,4.576472020117509,6978.000050358134,7.216700376660033e-09,-2.9116757561866574e-22,-9.094947017729282e-13
349,4.576472020107865,6978.00005049873,7.236848786294661e-09,4.235164736271502e-22,-9.094947017729282e-13
350,4.576472020098221,6978.000050639327,7.25699735946167e-09,-2.9116757561866574e-22,-9.094947017729282e-13
351,4.576472020088576,6978.000050779923,7.277145818251795e-09,3.705769144237564e-22,0.0
352,4.576472020078932,6978.000050920519,7.297294357431837e-09,-3.1763735522036263e-22,-9.094947017729282e-13
353,4.576472020069287,6978.000051061116,7.3174429959786756e-09,2.9116757561866574e-22,-9.094947017729282e-13
354,4.576472020059644,6978.000051201711,7.337591334877662e-09,-2.9116757561866574e-22,-9.094947017729282e-13
355,4.576472020049999,6978.000051342308,7.357739948206019e-09,3.1763735522036263e-22,-1.8189894035458565e-12
356,4.576472020040355,6978.000051482904,7.377888364640639e-09,-3.970466940254533e-22,-9.094947017729282e-13
357,4.57647202003071,6978.000051623501,7.398036972338402e-09,2.6469779601696886e-22,-9.094947017729282e-13
358,4.5764720200210665,6978.000051764098,7.418185577542168e-09,-4.764560328305439e-22,-9.094947017729282e-13
359,4.576472020011422,6978.000051904694,7.438334085684691e-09,1.852884572118782e-22,-9.094947017729282e-13
360,4.576472020001778,6978.00005204529,7.458482488854638e-09,-4.499862532288471e-22,-9.094947017729282e-13
361,4.576472019992133,6978.000052185887,7.478631139048456e-09,1.5881867761018131e-22,-9.094947017729282e-13
362,4.576472019982489,6978.000052326484,7.498779731503689e-09,-5.558653716356346e-22,-9.094947017729282e-13
363,4.576472019972845,6978.00005246708,7.518928263317805e-09,2.6469779601696886e-23,-9.094947017729282e-13
364,4.5764720199632,6978.000052607677,7.53907685941123e-09,6.352747104407253e-22,-9.094947017729282e-13
365,4.576472019953556,6978.000052748274,7.55922538406332e-09,-1.3234889800848443e-22,-9.094947017729282e-13
366,4.576472019943911,6978.00005288887,7.57937392608264e-09,6.088049308390284e-22,-9.094947017729282e-13
367,4.576472019934267,6978.000053029467,7.599522407689041e-09,-2.117582368135751e-22,-9.094947017729282e-13
368,4.576472019924623,6978.000053170064,7.619671139705153e-09,3.441071348220595e-22,-9.094947017729282e-13
369,4.576472019914979,6978.000053310662,7.63981991153263e-09,-4.235164736271502e-22,-9.094947017729282e-13
370,4.576472019905334,6978.000053451259,7.659968401586892e-09,7.940933880509066e-23,-9.094947017729282e-13
371,4.57647201989569,6978.000053591856,7.680117111529522e-09,-5.293955920339377e-22,-9.094947017729282e-13
372,4.576472019886046,6978.000053732452,7.70026551204386e-09,7.940933880509066e-23,-9.094947017729282e-13
373,4.576472019876402,6978.000053873049,7.720414157836083e-09,-6.352747104407253e-22,-1.8189894035458565e-12
374,4.576472019866757,6978.000054013647,7.740562896306936e-09,-1.852884572118782e-22,-9.094947017729282e-13
375,4.576472019857112,6978.000054154244,7.760711478198328e-09,3.441071348220595e-22,-1.8189894035458565e-12
376,4.576472019847468,6978.000054294842,7.780860199979723e-09,-4.235164736271502e-22,-9.094947017729282e-13
377,4.576472019837824,6978.000054435439,7.801008831734779e-09,1.0587911840678754e-22,-9.094947017729282e-13
378,4.57647201982818,6978.000054576036,7.821157517745901e-09,-5.293955920339377e-22,-1.8189894035458565e-12
379,4.576472019818535,6978.000054716633,7.841306066774523e-09,-5.293955920339377e-23,-9.094947017729282e-13
380,4.57647201980889,6978.000054857231,7.861454792124628e-09,4.235164736271502e-22,-1.8189894035458565e-12
381,4.576472019799247,6978.000054997828,7.881603427668578e-09,-2.6469779601696886e-22,-1.8189894035458565e-12
382,4.576472019789602,6978.0000551384255,7.901752173255374e-09,1.5881867761018131e-22,-9.094947017729282e-13
383,4.576472019779958,6978.000055279023,7.921900837605703e-09,-5.823351512373315e-22,-9.094947017729282e-13
384,4.576472019770313,6978.00005541962,7.942049398491218e-09,-2.6469779601696886e-23,0.0
385,4.5764720197606685,6978.000055560217,7.962198055702133e-09,5.029258124322408e-22,-9.094947017729282e-13
386,4.576472019751025,6978.000055700815,7.982346692853834e-09,-2.9116757561866574e-22,0.0
387,4.57647201974138,6978.000055841413,8.002495490355362e-09,1.3234889800848443e-22,-9.094947017729282e-13
388,4.576472019731736,6978.000055982011,8.022644259514877e-09,-6.352747104407253e-22,-9.094947017729282e-13
389,4.576472019722091,6978.000056122609,8.042792936899695e-09,-2.117582368135751e-22,-9.094947017729282e-13
390,4.576472019712447,6978.000056263206,8.06294165247071e-09,3.705769144237564e-22,-1.8189894035458565e-12
391,4.576472019702803,6978.000056403804,8.083090340307295e-09,-4.235164736271502e-22,-9.094947017729282e-13
392,4.576472019693158,6978.000056544402,8.103239074874948e-09,5.293955920339377e-23,-9.094947017729282e-13
393,4.576472019683513,6978.000056685,8.123387848282672e-09,4.499862532288471e-22,-9.094947017729282e-13
394,4.5764720196738695,6978.000056825598,8.143536676967476e-09,-3.970466940254533e-22,-9.094947017729282e-13
395,4.576472019664225,6978.000056966196,8.163685422669826e-09,2.6469779601696886e-23,-9.094947017729282e-13
396,4.57647201965458,6978.000057106793,8.183834029501384e-09,6.352747104407253e-22,-1.8189894035458565e-12
397,4.576472019644936,6978.000057247392,8.203982916779547e-09,-2.9116757561866574e-22,-1.8189894035458565e-12
398,4.5764720196352915,6978.00005738799,8.224131579583527e-09,1.852884572118782e-22,-9.094947017729282e-13
399,4.576472019625647,6978.0000575285885,8.244280439673601e-09,5.558653716356346e-22,-9.094947017729282e-13
400,4.576472019616003,6978.000057669186,8.264429197326567e-09,-2.117582368135751e-22,-1.8189894035458565e-12
401,4.576472019606358,6978.000057809785,8.284578122190284e-09,1.852884572118782e-22,-1.8189894035458565e-12
402,4.576472019596714,6978.000057950382,8.304726731112663e-09,-6.088049308390284e-22,-9.094947017729282e-13
403,4.57647201958707,6978.000058090981,8.324875554441327e-09,-1.5881867761018131e-22,-9.094947017729282e-13
404,4.576472019577425,6978.000058231579,8.3450242949389e-09,2.6469779601696886e-22,-1.8189894035458565e-12
405,4.576472019567781,6978.000058372178,8.36517314736198e-09,-6.088049308390284e-22,-9.094947017729282e-13
406,4.576472019558136,6978.000058512776,8.38532203651207e-09,-2.3822801641527197e-22,-9.094947017729282e-13
407,4.576472019548492,6978.000058653375,8.405470954475651e-09,1.5881867761018131e-22,-1.8189894035458565e-12
408,4.576472019538848,6978.000058793972,8.425619490453e-09,-6.088049308390284e-22,-1.8189894035458565e-12
409,4.576472019529203,6978.000058934571,8.445768363174236e-09,-2.117582368135751e-22,-1.8189894035458565e-12
410,4.576472019519558,6978.00005907517,8.46591721486162e-09,1.5881867761018131e-22,-9.094947017729282e-13
411,4.576472019509914,6978.0000592157685,8.486066059441517e-09,5.558653716356346e-22,-9.094947017729282e-13
412,4.57647201950027,6978.000059356367,8.506214910877515e-09,-3.705769144237564e-22,-9.094947017729282e-13
413,4.576472019490625,6978.000059496966,8.526363746927721e-09,0.0,-9.094947017729282e-13
414,4.57647201948098,6978.000059637564,8.546512562188018e-09,5.558653716356346e-22,-1.8189894035458565e-12
415,4.576472019471336,6978.000059778163,8.566661406791495e-09,-3.441071348220595e-22,-9.094947017729282e-13
416,4.576472019461692,6978.000059918762,8.586810408184969e-09,-1.0587911840678754e-22,-9.094947017729282e-13
